Uniprot	description	markers	svm	svm.scores	final.assignment
Q5EBL8	PDZ domain-containing protein 11 OS=Homo sapiens GN=PDZD11 PE=1 SV=2 - [PDZ11_HUMAN]	unknown	RIBOSOME 60S	0.739300674	RIBOSOME 60S
Q9UK76	Hematological and neurological expressed 1 protein OS=Homo sapiens GN=HN1 PE=1 SV=3 - [HN1_HUMAN]	unknown	CYTOSOL	0.908308495	CYTOSOL
P49321	Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2 - [NASP_HUMAN]	unknown	CYTOSOL	0.873759708	unknown
O15400-2	Isoform 2 of Syntaxin-7 OS=Homo sapiens GN=STX7 - [STX7_HUMAN]	unknown	PM	0.562475052	unknown
Q99598	Translin-associated protein X OS=Homo sapiens GN=TSNAX PE=1 SV=1 - [TSNAX_HUMAN]	unknown	CYTOSOL	0.81074087	unknown
Q9NRW1	Ras-related protein Rab-6B OS=Homo sapiens GN=RAB6B PE=1 SV=1 - [RAB6B_HUMAN]	unknown	PM	0.585267233	unknown
P50479	PDZ and LIM domain protein 4 OS=Homo sapiens GN=PDLIM4 PE=1 SV=2 - [PDLI4_HUMAN]	unknown	MITOCHONDRION	0.2824574	unknown
O75934	Pre-mRNA-splicing factor SPF27 OS=Homo sapiens GN=BCAS2 PE=1 SV=1 - [SPF27_HUMAN]	unknown	NUCLEUS	0.798117316	NUCLEUS
Q01082	Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2 - [SPTB2_HUMAN]	unknown	ER	0.759710715	unknown
O43707	Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2 - [ACTN4_HUMAN]	unknown	CYTOSOL	0.251541314	unknown
P22695	Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens GN=UQCRC2 PE=1 SV=3 - [QCR2_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q8WXX5	DnaJ homolog subfamily C member 9 OS=Homo sapiens GN=DNAJC9 PE=1 SV=1 - [DNJC9_HUMAN]	unknown	CHROMATIN	0.294479686	unknown
P10301	Ras-related protein R-Ras OS=Homo sapiens GN=RRAS PE=1 SV=1 - [RRAS_HUMAN]	PM	PM	1	PM
O00422	Histone deacetylase complex subunit SAP18 OS=Homo sapiens GN=SAP18 PE=1 SV=1 - [SAP18_HUMAN]	unknown	NUCLEUS	0.849631871	NUCLEUS
P30044-2	Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5, mitochondrial OS=Homo sapiens GN=PRDX5 - [PRDX5_HUMAN]	unknown	MITOCHONDRION	0.912991197	MITOCHONDRION
P23528	Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3 - [COF1_HUMAN]	unknown	CYTOSOL	0.194669642	unknown
P31946-2	Isoform Short of 14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB - [1433B_HUMAN]	unknown	CYTOSOL	0.850877506	unknown
P43686	26S protease regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2 - [PRS6B_HUMAN]	PROTEASOME	PROTEASOME	1	PROTEASOME
P04040	Catalase OS=Homo sapiens GN=CAT PE=1 SV=3 - [CATA_HUMAN]	unknown	PEROXISOME	0.774184391	PEROXISOME
Q8N183	Mimitin, mitochondrial OS=Homo sapiens GN=NDUFAF2 PE=1 SV=1 - [MIMIT_HUMAN]	unknown	MITOCHONDRION	0.955631233	MITOCHONDRION
Q9Y490	Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3 - [TLN1_HUMAN]	unknown	PM	0.261158001	unknown
Q9P258	Protein RCC2 OS=Homo sapiens GN=RCC2 PE=1 SV=2 - [RCC2_HUMAN]	unknown	NUCLEUS	0.422593676	NUCLEUS
Q9UI09	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Homo sapiens GN=NDUFA12 PE=1 SV=1 - [NDUAC_HUMAN]	unknown	MITOCHONDRION	0.956996964	MITOCHONDRION
Q9NPJ3-2	Isoform 2 of Acyl-coenzyme A thioesterase 13 OS=Homo sapiens GN=ACOT13 - [ACO13_HUMAN]	unknown	MITOCHONDRION	0.958400482	MITOCHONDRION
Q8WVQ1-3	Isoform 3 of Soluble calcium-activated nucleotidase 1 OS=Homo sapiens GN=CANT1 - [CANT1_HUMAN]	GA	GA	1	GA
P00558	Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN]	unknown	CYTOSOL	0.919995101	CYTOSOL
Q9NP72	Ras-related protein Rab-18 OS=Homo sapiens GN=RAB18 PE=1 SV=1 - [RAB18_HUMAN]	unknown	PM	0.820971212	unknown
P62308	Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=1 SV=1 - [RUXG_HUMAN]	unknown	NUCLEUS	0.936767156	NUCLEUS
Q15084-3	Isoform 3 of Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 - [PDIA6_HUMAN]	ER	ER	1	ER
Q9UIJ7	GTP:AMP phosphotransferase AK3, mitochondrial OS=Homo sapiens GN=AK3 PE=1 SV=4 - [KAD3_HUMAN]	unknown	MITOCHONDRION	0.957477112	MITOCHONDRION
O60716-5	Isoform 1A of Catenin delta-1 OS=Homo sapiens GN=CTNND1 - [CTND1_HUMAN]	unknown	PM	0.944886458	PM
Q9UHD8	Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2 - [SEPT9_HUMAN]	unknown	MITOCHONDRION	0.517255288	unknown
P54920	Alpha-soluble NSF attachment protein OS=Homo sapiens GN=NAPA PE=1 SV=3 - [SNAA_HUMAN]	unknown	PM	0.471346617	unknown
P07741	Adenine phosphoribosyltransferase OS=Homo sapiens GN=APRT PE=1 SV=2 - [APT_HUMAN]	unknown	CYTOSOL	0.912184954	CYTOSOL
P62158	Calmodulin OS=Homo sapiens GN=CALM1 PE=1 SV=2 - [CALM_HUMAN]	unknown	CYTOSOL	0.508782883	unknown
O43399	Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2 - [TPD54_HUMAN]	unknown	CYTOSOL	0.390290412	unknown
P04264	Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6 - [K2C1_HUMAN]	unknown	MITOCHONDRION	0.216915058	unknown
P30086	Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens GN=PEBP1 PE=1 SV=3 - [PEBP1_HUMAN]	unknown	CYTOSOL	0.902809363	CYTOSOL
P61026	Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1 - [RAB10_HUMAN]	unknown	PM	0.748898144	unknown
Q13748	Tubulin alpha-3C/D chain OS=Homo sapiens GN=TUBA3C PE=1 SV=3 - [TBA3C_HUMAN]	unknown	CYTOSOL	0.834415042	unknown
Q12931-2	Isoform 2 of Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 - [TRAP1_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
P20700	Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2 - [LMNB1_HUMAN]	unknown	MITOCHONDRION	0.694632083	unknown
Q02809-2	Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 - [PLOD1_HUMAN]	unknown	ER	0.93649615	ER
P62805	Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2 - [H4_HUMAN]	CHROMATIN	CHROMATIN	1	CHROMATIN
Q99417	C-Myc-binding protein OS=Homo sapiens GN=MYCBP PE=1 SV=3 - [MYCBP_HUMAN]	unknown	NUCLEUS	0.278959691	unknown
Q13885	Tubulin beta-2A chain OS=Homo sapiens GN=TUBB2A PE=1 SV=1 - [TBB2A_HUMAN]	unknown	CYTOSOL	0.565527831	unknown
P23258	Tubulin gamma-1 chain OS=Homo sapiens GN=TUBG1 PE=1 SV=2 - [TBG1_HUMAN]	unknown	RIBOSOME 40S	0.479819172	unknown
P78371	T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4 - [TCPB_HUMAN]	unknown	CYTOSOL	0.712269057	unknown
P34897-3	Isoform 3 of Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens GN=SHMT2 - [GLYM_HUMAN]	unknown	MITOCHONDRION	0.962937238	MITOCHONDRION
Q10471	Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens GN=GALNT2 PE=1 SV=1 - [GALT2_HUMAN]	GA	GA	1	GA
P30405	Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens GN=PPIF PE=1 SV=1 - [PPIF_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
P08708	40S ribosomal protein S17 OS=Homo sapiens GN=RPS17 PE=1 SV=2 - [RS17_HUMAN]	unknown	RIBOSOME 40S	0.849241994	RIBOSOME 40S
Q16658	Fascin OS=Homo sapiens GN=FSCN1 PE=1 SV=3 - [FSCN1_HUMAN]	unknown	CYTOSOL	0.795375761	unknown
P06753-5	Isoform 5 of Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 - [TPM3_HUMAN]	unknown	CYTOSOL	0.69513229	unknown
P62879	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens GN=GNB2 PE=1 SV=3 - [GBB2_HUMAN]	unknown	PM	0.917355337	PM
P05141	ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7 - [ADT2_HUMAN]	unknown	MITOCHONDRION	0.961830019	MITOCHONDRION
Q9NZU5	LIM and cysteine-rich domains protein 1 OS=Homo sapiens GN=LMCD1 PE=1 SV=1 - [LMCD1_HUMAN]	unknown	PROTEASOME	0.519376676	unknown
P30101	Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4 - [PDIA3_HUMAN]	ER	ER	1	ER
P62249	40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=1 SV=2 - [RS16_HUMAN]	RIBOSOME 40S	RIBOSOME 40S	1	RIBOSOME 40S
Q03252	Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=4 - [LMNB2_HUMAN]	unknown	MITOCHONDRION	0.774438527	MITOCHONDRION
P63279	SUMO-conjugating enzyme UBC9 OS=Homo sapiens GN=UBE2I PE=1 SV=1 - [UBC9_HUMAN]	unknown	NUCLEUS	0.504348734	NUCLEUS
Q86YS6	Ras-related protein Rab-43 OS=Homo sapiens GN=RAB43 PE=1 SV=1 - [RAB43_HUMAN]	unknown	PM	0.856109743	PM
Q9UMY4-2	Isoform 2 of Sorting nexin-12 OS=Homo sapiens GN=SNX12 - [SNX12_HUMAN]	unknown	CYTOSOL	0.681870501	unknown
P50990	T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4 - [TCPQ_HUMAN]	unknown	CYTOSOL	0.904571632	CYTOSOL
Q9Y696	Chloride intracellular channel protein 4 OS=Homo sapiens GN=CLIC4 PE=1 SV=4 - [CLIC4_HUMAN]	unknown	PM	0.341266299	unknown
P51153	Ras-related protein Rab-13 OS=Homo sapiens GN=RAB13 PE=1 SV=1 - [RAB13_HUMAN]	unknown	PM	0.938353511	PM
P32322	Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens GN=PYCR1 PE=1 SV=2 - [P5CR1_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
P07108	Acyl-CoA-binding protein OS=Homo sapiens GN=DBI PE=1 SV=2 - [ACBP_HUMAN]	unknown	CYTOSOL	0.875901662	unknown
P27816	Microtubule-associated protein 4 OS=Homo sapiens GN=MAP4 PE=1 SV=3 - [MAP4_HUMAN]	unknown	NUCLEUS	0.324220927	NUCLEUS
P20290	Transcription factor BTF3 OS=Homo sapiens GN=BTF3 PE=1 SV=1 - [BTF3_HUMAN]	unknown	RIBOSOME 40S	0.512582513	unknown
Q9BRK5	45 kDa calcium-binding protein OS=Homo sapiens GN=SDF4 PE=1 SV=1 - [CAB45_HUMAN]	unknown	GA	0.553409387	unknown
P30048-2	Isoform 2 of Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens GN=PRDX3 - [PRDX3_HUMAN]	unknown	MITOCHONDRION	0.96431291	MITOCHONDRION
P45880-2	Isoform 2 of Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens GN=VDAC2 - [VDAC2_HUMAN]	unknown	MITOCHONDRION	0.804724957	MITOCHONDRION
P59998	Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens GN=ARPC4 PE=1 SV=3 - [ARPC4_HUMAN]	unknown	RIBOSOME 60S	0.371925315	unknown
O95721	Synaptosomal-associated protein 29 OS=Homo sapiens GN=SNAP29 PE=1 SV=1 - [SNP29_HUMAN]	unknown	PM	0.83428811	unknown
Q9Y237	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens GN=PIN4 PE=1 SV=1 - [PIN4_HUMAN]	unknown	CHROMATIN	0.299228766	unknown
Q9BUF5	Tubulin beta-6 chain OS=Homo sapiens GN=TUBB6 PE=1 SV=1 - [TBB6_HUMAN]	unknown	CYTOSOL	0.684413474	unknown
P05455	Lupus La protein OS=Homo sapiens GN=SSB PE=1 SV=2 - [LA_HUMAN]	unknown	CYTOSOL	0.897752912	CYTOSOL
O95433	Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens GN=AHSA1 PE=1 SV=1 - [AHSA1_HUMAN]	unknown	CYTOSOL	0.885008556	unknown
Q15738	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens GN=NSDHL PE=1 SV=2 - [NSDHL_HUMAN]	ER	ER	1	ER
Q9UJZ1	Stomatin-like protein 2, mitochondrial OS=Homo sapiens GN=STOML2 PE=1 SV=1 - [STML2_HUMAN]	unknown	MITOCHONDRION	0.952627249	MITOCHONDRION
P12814	Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2 - [ACTN1_HUMAN]	unknown	CYTOSOL	0.253383155	unknown
O95571	Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens GN=ETHE1 PE=1 SV=2 - [ETHE1_HUMAN]	unknown	MITOCHONDRION	0.960697836	MITOCHONDRION
P35241	Radixin OS=Homo sapiens GN=RDX PE=1 SV=1 - [RADI_HUMAN]	unknown	PM	0.521369675	unknown
Q8TCD5	5'(3')-deoxyribonucleotidase, cytosolic type OS=Homo sapiens GN=NT5C PE=1 SV=2 - [NT5C_HUMAN]	unknown	CYTOSOL	0.698063485	unknown
P20339-2	Isoform 2 of Ras-related protein Rab-5A OS=Homo sapiens GN=RAB5A - [RAB5A_HUMAN]	unknown	PM	0.857636471	PM
Q9NR12	PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1 - [PDLI7_HUMAN]	unknown	MITOCHONDRION	0.251663622	unknown
O15231	Zinc finger protein 185 OS=Homo sapiens GN=ZNF185 PE=1 SV=3 - [ZN185_HUMAN]	unknown	MITOCHONDRION	0.248910629	unknown
P34932	Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=4 - [HSP74_HUMAN]	CYTOSOL	CYTOSOL	1	CYTOSOL
P61981	14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2 - [1433G_HUMAN]	unknown	CYTOSOL	0.716892217	unknown
O95816	BAG family molecular chaperone regulator 2 OS=Homo sapiens GN=BAG2 PE=1 SV=1 - [BAG2_HUMAN]	unknown	ER	0.833168178	unknown
Q9UKY7	Protein CDV3 homolog OS=Homo sapiens GN=CDV3 PE=1 SV=1 - [CDV3_HUMAN]	unknown	PROTEASOME	0.506423811	unknown
Q15004	PCNA-associated factor OS=Homo sapiens GN=KIAA0101 PE=1 SV=1 - [PAF15_HUMAN]	unknown	NUCLEUS	0.235821877	unknown
Q9H910	Hematological and neurological expressed 1-like protein OS=Homo sapiens GN=HN1L PE=1 SV=1 - [HN1L_HUMAN]	unknown	PROTEASOME	0.438404328	unknown
Q15233	Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=1 SV=4 - [NONO_HUMAN]	unknown	NUCLEUS	0.937865796	NUCLEUS
P30040	Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4 - [ERP29_HUMAN]	ER	ER	1	ER
Q9P0L0	Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3 - [VAPA_HUMAN]	unknown	ER	0.890746062	unknown
O75781	Paralemmin-1 OS=Homo sapiens GN=PALM PE=1 SV=2 - [PALM_HUMAN]	PM	PM	1	PM
P27824	Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2 - [CALX_HUMAN]	ER	ER	1	ER
P61247	40S ribosomal protein S3a OS=Homo sapiens GN=RPS3A PE=1 SV=2 - [RS3A_HUMAN]	RIBOSOME 40S	RIBOSOME 40S	1	RIBOSOME 40S
O60814	Histone H2B type 1-K OS=Homo sapiens GN=HIST1H2BK PE=1 SV=3 - [H2B1K_HUMAN]	unknown	CHROMATIN	0.766916148	CHROMATIN
Q9UNE7	E3 ubiquitin-protein ligase CHIP OS=Homo sapiens GN=STUB1 PE=1 SV=2 - [CHIP_HUMAN]	unknown	PM	0.719451977	unknown
P40939	Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2 - [ECHA_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q99439	Calponin-2 OS=Homo sapiens GN=CNN2 PE=1 SV=4 - [CNN2_HUMAN]	unknown	NUCLEUS	0.196396402	unknown
O15212	Prefoldin subunit 6 OS=Homo sapiens GN=PFDN6 PE=1 SV=1 - [PFD6_HUMAN]	unknown	PROTEASOME	0.559850258	unknown
O00161	Synaptosomal-associated protein 23 OS=Homo sapiens GN=SNAP23 PE=1 SV=1 - [SNP23_HUMAN]	PM	PM	1	PM
P04183	Thymidine kinase, cytosolic OS=Homo sapiens GN=TK1 PE=1 SV=2 - [KITH_HUMAN]	unknown	RIBOSOME 60S	0.281113368	unknown
P38159-2	Isoform 2 of RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX - [RBMX_HUMAN]	unknown	NUCLEUS	0.947599516	NUCLEUS
P22570	NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens GN=FDXR PE=1 SV=3 - [ADRO_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
P12004	Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1 - [PCNA_HUMAN]	unknown	CYTOSOL	0.902561982	CYTOSOL
P04843	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1 - [RPN1_HUMAN]	ER	ER	1	ER
Q96I24	Far upstream element-binding protein 3 OS=Homo sapiens GN=FUBP3 PE=1 SV=2 - [FUBP3_HUMAN]	unknown	NUCLEUS	0.924390299	NUCLEUS
Q14254	Flotillin-2 OS=Homo sapiens GN=FLOT2 PE=1 SV=2 - [FLOT2_HUMAN]	unknown	LYSOSOME	0.729057768	LYSOSOME
Q15029-2	Isoform 2 of 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens GN=EFTUD2 - [U5S1_HUMAN]	unknown	NUCLEUS	0.964607331	NUCLEUS
P63208	S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=2 - [SKP1_HUMAN]	unknown	PROTEASOME	0.339937505	unknown
Q9NVJ2	ADP-ribosylation factor-like protein 8B OS=Homo sapiens GN=ARL8B PE=1 SV=1 - [ARL8B_HUMAN]	unknown	LYSOSOME	0.822760455	LYSOSOME
P14866	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2 - [HNRPL_HUMAN]	unknown	NUCLEUS	0.799110431	NUCLEUS
P16104	Histone H2AX OS=Homo sapiens GN=H2AFX PE=1 SV=2 - [H2AX_HUMAN]	unknown	CHROMATIN	0.765639168	CHROMATIN
Q00688	Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens GN=FKBP3 PE=1 SV=1 - [FKBP3_HUMAN]	unknown	RIBOSOME 60S	0.89356749	RIBOSOME 60S
Q92520	Protein FAM3C OS=Homo sapiens GN=FAM3C PE=1 SV=1 - [FAM3C_HUMAN]	unknown	GA	0.822795912	unknown
P52597	Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3 - [HNRPF_HUMAN]	unknown	CYTOSOL	0.36605154	unknown
P05198	Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3 - [IF2A_HUMAN]	unknown	PROTEASOME	0.425776977	unknown
Q9NP97	Dynein light chain roadblock-type 1 OS=Homo sapiens GN=DYNLRB1 PE=1 SV=3 - [DLRB1_HUMAN]	unknown	CHROMATIN	0.26089479	unknown
P26885	Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens GN=FKBP2 PE=1 SV=2 - [FKBP2_HUMAN]	ER	ER	1	ER
Q9BRP8-2	Isoform 2 of Partner of Y14 and mago OS=Homo sapiens GN=PYM1 - [PYM1_HUMAN]	unknown	RIBOSOME 40S	0.77243846	RIBOSOME 40S
P35221	Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1 - [CTNA1_HUMAN]	PM	PM	1	PM
Q8NBJ4-2	Isoform 2 of Golgi membrane protein 1 OS=Homo sapiens GN=GOLM1 - [GOLM1_HUMAN]	GA	GA	1	GA
O14737	Programmed cell death protein 5 OS=Homo sapiens GN=PDCD5 PE=1 SV=3 - [PDCD5_HUMAN]	unknown	CYTOSOL	0.915475926	CYTOSOL
P49257	Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2 - [LMAN1_HUMAN]	unknown	ER	0.55741492	unknown
Q9ULC4	Malignant T-cell-amplified sequence 1 OS=Homo sapiens GN=MCTS1 PE=1 SV=1 - [MCTS1_HUMAN]	unknown	CHROMATIN	0.553802711	CHROMATIN
P55769	NHP2-like protein 1 OS=Homo sapiens GN=SNU13 PE=1 SV=3 - [NH2L1_HUMAN]	NUCLEUS	NUCLEUS	1	NUCLEUS
P06493	Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3 - [CDK1_HUMAN]	unknown	RIBOSOME 60S	0.249517309	unknown
Q12904	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2 - [AIMP1_HUMAN]	unknown	RIBOSOME 60S	0.254868583	unknown
P15311	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4 - [EZRI_HUMAN]	unknown	PM	0.728726441	unknown
P46783	40S ribosomal protein S10 OS=Homo sapiens GN=RPS10 PE=1 SV=1 - [RS10_HUMAN]	RIBOSOME 40S	RIBOSOME 40S	1	RIBOSOME 40S
Q6EEV4-2	Isoform 5 of DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5 OS=Homo sapiens GN=POLR2M - [GL1AD_HUMAN]	unknown	CYTOSOL	0.849003918	unknown
P62873	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens GN=GNB1 PE=1 SV=3 - [GBB1_HUMAN]	unknown	PM	0.904286938	PM
Q9BPW8	Protein NipSnap homolog 1 OS=Homo sapiens GN=NIPSNAP1 PE=1 SV=1 - [NIPS1_HUMAN]	unknown	MITOCHONDRION	0.945802934	MITOCHONDRION
P07954-2	Isoform Cytoplasmic of Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH - [FUMH_HUMAN]	unknown	MITOCHONDRION	0.955792622	MITOCHONDRION
C9JLW8	Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens GN=MCRIP1 PE=1 SV=1 - [MCRI1_HUMAN]	unknown	NUCLEUS	0.347496191	NUCLEUS
Q15165	Serum paraoxonase/arylesterase 2 OS=Homo sapiens GN=PON2 PE=1 SV=3 - [PON2_HUMAN]	unknown	ER	0.8923819	unknown
O75935	Dynactin subunit 3 OS=Homo sapiens GN=DCTN3 PE=1 SV=1 - [DCTN3_HUMAN]	unknown	PROTEASOME	0.664094746	PROTEASOME
P61019	Ras-related protein Rab-2A OS=Homo sapiens GN=RAB2A PE=1 SV=1 - [RAB2A_HUMAN]	unknown	PM	0.638204134	unknown
P30519	Heme oxygenase 2 OS=Homo sapiens GN=HMOX2 PE=1 SV=2 - [HMOX2_HUMAN]	unknown	ER	0.864455221	unknown
P26196	Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens GN=DDX6 PE=1 SV=2 - [DDX6_HUMAN]	unknown	RIBOSOME 40S	0.342064797	unknown
O75718	Cartilage-associated protein OS=Homo sapiens GN=CRTAP PE=1 SV=1 - [CRTAP_HUMAN]	unknown	ER	0.943040831	ER
P27348	14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1 - [1433T_HUMAN]	unknown	CYTOSOL	0.897768284	CYTOSOL
Q9Y2J2-2	Isoform 2 of Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 - [E41L3_HUMAN]	PM	PM	1	PM
Q16625-4	Isoform 4 of Occludin OS=Homo sapiens GN=OCLN - [OCLN_HUMAN]	unknown	PM	0.923021862	PM
P62136	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens GN=PPP1CA PE=1 SV=1 - [PP1A_HUMAN]	unknown	RIBOSOME 60S	0.292968824	unknown
P53674	Beta-crystallin B1 OS=Homo sapiens GN=CRYBB1 PE=1 SV=2 - [CRBB1_HUMAN]	unknown	CYTOSOL	0.883387652	unknown
P31939	Bifunctional purine biosynthesis protein PURH OS=Homo sapiens GN=ATIC PE=1 SV=3 - [PUR9_HUMAN]	unknown	CYTOSOL	0.920039773	CYTOSOL
P31948	Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1 - [STIP1_HUMAN]	unknown	CYTOSOL	0.918555775	CYTOSOL
P82909	28S ribosomal protein S36, mitochondrial OS=Homo sapiens GN=MRPS36 PE=1 SV=2 - [RT36_HUMAN]	unknown	MITOCHONDRION	0.924139533	MITOCHONDRION
P49411	Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2 - [EFTU_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q00610	Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5 - [CLH1_HUMAN]	unknown	PM	0.260759997	unknown
P41227	N-alpha-acetyltransferase 10 OS=Homo sapiens GN=NAA10 PE=1 SV=1 - [NAA10_HUMAN]	unknown	NUCLEUS	0.320705989	unknown
Q9H4G4	Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3 - [GAPR1_HUMAN]	unknown	PM	0.936726557	PM
Q9UMX5	Neudesin OS=Homo sapiens GN=NENF PE=1 SV=1 - [NENF_HUMAN]	unknown	ER	0.968324628	ER
P31947	14-3-3 protein sigma OS=Homo sapiens GN=SFN PE=1 SV=1 - [1433S_HUMAN]	unknown	CYTOSOL	0.912709683	CYTOSOL
O14818	Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1 - [PSA7_HUMAN]	PROTEASOME	PROTEASOME	1	PROTEASOME
Q14315	Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3 - [FLNC_HUMAN]	unknown	PROTEASOME	0.177857991	unknown
